FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,geometry_lon,geometry_lat,event_date,exact_duplicate,proxy_storm_group
5102,ANI News,http://www.aninews.in/videogallery2/40690-landslide-disrupts-039-kedarnath-yatra-039-in-uttarakhand.html,7297,1438041600000.0, ,Kedarnath Yatra,Landslide caused by heavy rains disrupted pilgrimage to revered Hindu shrine of Kedarnath in Uttarakhand. Thousands of pilgrims who came from far flung areas have been stranded. The Public Works Department was engaged in debris clearance but faced proble,Kedarnath Yatra,5km,landslide,continuous_rain,small,above_road,0,0, , , ,GLC,7297,30.7204,79.0758,India,IN,Uttaranchal,Gaundar,15.39,1438128000000.0,1606348800000,79.0758000000001,30.7204,2015-07-28 00:00:00+00:00,False,prox:61:158:5548
5108,english.samaylive,http://english.samaylive.com/regional-news/uttarakhand-news/676488233/rishikesh-badrinath-highway-blocked.html,3578,1307404800000.0,09:00,"Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand","Jun 7 (PTI) Rishikesh-Badrinath national highway was blocked today for traffic after a landslide near Sirobgarh in Rudraprayag district of Uttarakhand.Rocks, stones and soil in large quantities came down to the road this morning due to rainfall in the re","Rishikesh-Badrinath hwy., near Sirobgarh(Sirobagad), Rudraprayag district, Uttarakhand",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3578,30.2414,78.908,India,IN,Uttaranchal,Srinagar,7.47,1396310400000.0,1606348800000,78.9080000000001,30.2414,2011-06-07 00:00:00+00:00,False,prox:60:157:5044
5118,deccanchronicle,http://www.deccanchronicle.com/channels/cities/regions/madurai/landslide-snaps-kodai-plains-259,4033,1320278400000.0, ,"Palani-Kodaikanal Ghat road, Kodaikanal","Tourist inflow to Kodaikanal, the princess of hill resorts, remains badly hit, thanks to landslips caused by heavy rainfall. Traffic remains closed on three access routes to the hill station - Palani-Kodaikanal Ghat road, Thandikudi-Kodaikanal and Periya","Palani-Kodaikanal Ghat road, Kodaikanal",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4033,10.2445,77.5146,India,IN,Tamil Nadu,Kadaikan,3.78,1396310400000.0,1606348800000,77.5146,10.2445000000001,2011-11-03 00:00:00+00:00,False,prox:20:155:5093
5120,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39229&typeid=2,252,1189296000000.0, ,"Mao in Manipur, Phipema and Chunikhudima in Nagaland","along NH 39, multiple heavy events, blocked traffic significantly","Mao in Manipur, Phipema and Chunikhudima in Nagaland",25km,landslide,rain,medium,unknown,0,0, , , ,GLC,252,25.4993,94.1192,India,IN,Manipur,Sochumei,12.08,1396310400000.0,1606348800000,94.1192,25.4993000000001,2007-09-09 00:00:00+00:00,False,prox:50:188:4588
5133,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3745,1310083200000.0, ,Between Manali and Rohtang,"MANALI: The first showers of monsoon on Friday have played havoc with the prevailing conditions in Kullu-Manali. Landslides on Manali-Leh highway disrupted traffic movement while flights returned to Delhi, unable to land at Kullu airport.  Frequent lands",Between Manali and Rohtang,unknown,landslide,rain,medium,unknown,0,0, , , ,GLC,3745,30.9209,77.0206,India,IN,Himachal Pradesh,Kalka,12.31,1396310400000.0,1606348800000,77.0206000000001,30.9209000000001,2011-07-08 00:00:00+00:00,False,prox:61:154:5054
5148,Business Standard,http://www.business-standard.com/article/pti-stories/one-killed-in-landslide-in-u-khand-116080600419_1.html,9448,1470355200000.0,23:00,Bangapani area of Pithoragarh,one man killed by boulders,Bangapani area of Pithoragarh,10km,rock_fall,downpour,small,unknown,1,0, ,http://i2.wp.com/www.siasat.com/wp-content/uploads/2015/09/landslide.jpg?resize=630%2C330, ,GLC,9448,29.5866,80.2154,India,IN,Uttaranchal,Pithoragarh,0.55,1471305600000.0,1606348800000,80.2154000000001,29.5866,2016-08-05 00:00:00+00:00,False,prox:59:160:5672
5165,morungexpress,http://www.morungexpress.com/local/51540.html,2043,1278374400000.0, ,"Mon, Nagaland","Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  Most interior villagers of Mon, Tuensang and Kiphire are cut out from the rest of the state. With good roads","Mon, Nagaland",5km,mudslide,monsoon,medium,unknown,0,0, , , ,GLC,2043,26.7225,95.0281,India,IN,Nagaland,Mon,2.68,1396310400000.0,1606348800000,95.0281000000001,26.7225,2010-07-06 00:00:00+00:00,False,prox:53:190:4932
5170,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2463,1284854400000.0, ,"Theog-Kotkhai-Jubbal road, Himachal Pradesh",(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic,"Theog-Kotkhai-Jubbal road, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2463,31.1191,77.5092,India,IN,Himachal Pradesh,Saura,22.98,1396310400000.0,1606348800000,77.5092000000001,31.1191000000001,2010-09-19 00:00:00+00:00,False,prox:62:155:4957
5187,The Times of India,http://timesofindia.indiatimes.com/city/dehradun/Landslides-narrow-down-road-to-Kempty-Falls/articleshow/48257236.cms,7296,1437696000000.0, ,Kempty Road near Kandikhal,"Four days after a massive landslide on Kempty Road, the stretch remains as good as blocked. The landslide occurred near Kandikhal village, destroying gharats (indigenous mills to pound wheat that use large stones which move with the force of the stream)",Kempty Road near Kandikhal,25km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7296,30.416,78.3415,India,IN,Uttaranchal,Chham,12.02,1438128000000.0,1606348800000,78.3415000000001,30.4160000000001,2015-07-24 00:00:00+00:00,False,prox:60:156:5546
5192,isikkim.com,http://isikkim.com/2012-06-sikkim-landslide-at-tathangchen-poses-threat-to-residents-15-5/,4411,1339632000000.0,04:00,"Tathangchen, Gangtok, Sikkim","The continuous rainfall triggered a landslide on Thursday  morning at 4 am near Kamala Gas agency at Tathangchen, Gangtok.  Though no casualties were reported but the landslide has posed threat to some of the residence. Immediately after the occurrenc","Tathangchen, Gangtok, Sikkim",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4411,27.339,88.6065,India,IN,Sikkim,Tista,16.5,1396310400000.0,1606348800000,88.6065,27.339,2012-06-14 00:00:00+00:00,False,prox:54:177:5168
5207,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/five-killed-in-landslides-in-sikkim/801295.html,3944,1314230400000.0, ,"Hee-Khola, Sikkim","Five persons including two minors were killed in two separate landslides incident in West Sikkim district, official sources said today. A cloud burst triggered a massive landslide at Samathang village, near Malbasey in West Sikkim in which three members","Hee-Khola, Sikkim",10km,landslide,downpour,medium,unknown,2,0, , , ,GLC,3944,27.7344,88.633,India,IN,Sikkim,Lachung,11.33,1396310400000.0,1606348800000,88.633,27.7344,2011-08-25 00:00:00+00:00,False,prox:55:177:5070
5208,Hindustan Times,http://www.hindustantimes.com/amritsar/jathedar-makkar-condole-death-of-pilgrims-in-manikaran-landslip/article1-1381473.aspx,7329,1439856000000.0,15:00,the Sikh shrine in Manikaran,Akal Takht Jathedar Giani Gurbachan Singh and Shiromani Gurdwara Parbandhak Committee (SGPC) chief Avtar Singh Makkar on Tuesday condoled the death of seven pilgrims at the Sikh shrine in Manikaran in Himachal Pradesh (HP) following a landslide which als,the Sikh shrine in Manikaran,1km,rock_fall,rain,medium,unknown,8,10, ,http://s1.firstpost.in/wp-content/uploads/2015/08/Landslide_Manikaran_PTI.jpg, ,GLC,7329,32.0275,77.3446,India,IN,Himachal Pradesh,Himachal Pradesh,8.37,1462838400000.0,1606348800000,77.3446000000001,32.0275,2015-08-18 00:00:00+00:00,False,prox:64:154:5555
5234,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5052,1373155200000.0, ,"A Nullah Near The Government Hospital In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premise","A Nullah Near The Government Hospital In Mandi, Himachal Pradesh",1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5052,31.7093,76.9297,India,IN,Himachal Pradesh,Mandi,0.98,1396310400000.0,1606348800000,76.9297000000001,31.7093,2013-07-07 00:00:00+00:00,False,prox:63:153:5297
5255,english.ntdtv,http://english.ntdtv.com/ntdtv_en/ns_asia/2010-08-17/124801939515.html,2257,1281916800000.0, ,"badrinath route, Lambagarh(?), Uttarakhand","Heavy rain caused flashfloods and a landslide in India's Uttarakhand state on Monday, damaging a major highway and disrupting traffic flow.  Officials say landslides have been causing problems every year.  [Piyush Rotela, Director, Disaster Management Un","badrinath route, Lambagarh(?), Uttarakhand",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2257,30.7284,79.4971,India,IN,Uttaranchal,Saraswati,1.65,1396310400000.0,1606348800000,79.4971,30.7284000000001,2010-08-16 00:00:00+00:00,False,prox:61:158:4945
5257,The Telegraph,http://www.telegraphindia.com/1141007/jsp/frontpage/story_18900562.jsp#.VDVSk_ldV8E,6214,1412467200000.0,18:00,Jorabat-Umiam route,"Last evening, a massive landslide at Umling in Ri Bhoi district, around 42km from here, claimed one life while several others had a providential escape. Umling is located along the Jorabat-Umiam route. Around 6pm yesterday, six light vehicles and a tanke",Jorabat-Umiam route,5km,landslide,rain,medium,above_road,1,0, , , ,GLC,6214,25.9702,91.8587,India,IN,Meghalaya,Pomahi,13.65,1467244800000.0,1606348800000,91.8587000000001,25.9702,2014-10-05 00:00:00+00:00,False,prox:51:183:5449
5267,IBN,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3670,1309305600000.0, ,National highway leading to Kedarnath,"Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath,",National highway leading to Kedarnath,25km,landslide,downpour,medium,above_road,0,0, , , ,GLC,3670,30.67629482,79.04191791,India,IN,Uttaranchal,Gaundar,14.42,1396310400000.0,1606348800000,79.0419179140001,30.676294824,2011-06-29 00:00:00+00:00,False,prox:61:158:5051
5279,Telegraph India,http://www.telegraphindia.com/1120531/jsp/siliguri/story_15552745.jsp#.UN9MJeSx_K0,4373,1338336000000.0, ,Jawaharlal Nehru Marg,"Nearly 2,500 tourists on their way back from Nathu-la were left stranded after a series of landslides blocked Jawaharlal Nehru Marg that links Gangtok to the border pass.  According to police and the army, the landslides continued well past 8pm preventin",Jawaharlal Nehru Marg,5km,landslide,downpour,large,unknown,0,0, , , ,GLC,4373,26.876,75.8101,India,IN,Rajasthan,Jaipur,6.0,1396310400000.0,1606348800000,75.8101,26.876,2012-05-30 00:00:00+00:00,False,prox:53:151:5163
5290,Sikkim times.com,http://sikkimnews.blogspot.com/,251,1189296000000.0, ,Hingdam village in South Sikkim,"many people displaced, houses damaged",Hingdam village in South Sikkim,50km,landslide,rain,medium,unknown,1,0, , , ,GLC,251,27.1667,88.35,India,IN,Sikkim,Kalimpong,16.33,1396310400000.0,1606348800000,88.3500000000001,27.1667,2007-09-09 00:00:00+00:00,False,prox:54:176:4588
5293,news.oneindia,http://news.oneindia.in/2010/07/04/landslidedisrupts-toy-train-services-in-darjeelingdisappo.html,2034,1278201600000.0, ,"Toy Train rails between Siliguri and Darjeeling, West Bengal","The services of Darjeeling Himalayan Railway (DHR), also known as Toy Train, has been suspended due to a landslide in the hills, disappointing hundreds of tourists coming here from different parts of the country.  The landslide took place on the National","Toy Train rails between Siliguri and Darjeeling, West Bengal",exact,landslide,rain,medium,below_road,0,0, , , ,GLC,2034,26.8712,88.3052,India,IN,West Bengal,Kurseong,2.96,1425427200000.0,1606348800000,88.3052000000001,26.8712,2010-07-04 00:00:00+00:00,False,prox:53:176:4931
5294,Hindustan Times,http://www.hindustantimes.com/punjab/jandk/7-vaishno-devi-pilgrims-injured-in-landslide/article1-1253052.aspx,6197,1408147200000.0,23:00,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,lat  33.027222°      long 74.946493°,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,5km,landslide,downpour,medium,above_road,0,0, , , ,GLC,6197,33.0272,74.9465,India,IN,Jammu and Kashmir,Riasi,12.68,1410048000000.0,1606348800000,74.9465000000001,33.0272000000001,2014-08-16 00:00:00+00:00,False,prox:66:149:5432
5296,Saharas Samay,http://www.saharasamay.com/samayhtml/articles.aspx?newsid=84791,264,1189641600000.0, ,Guwahati,"landslide hit house and buried a family, occurred at 3am",Guwahati,10km,landslide,rain,medium,unknown,0,0, , , ,GLC,264,26.1833,91.8,India,IN,Assam,Gauhati,4.8,1396310400000.0,1606348800000,91.8000000000001,26.1833,2007-09-13 00:00:00+00:00,False,prox:52:183:4589
5299,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2420,1284336000000.0, ,"Tuikual 'C', Aizawl, Mizoram","Landslide triggered by heavy rain in Tuikual ‘C’ on Monday killed a woman, R. Laltanpuii.  According to Aizawl Police sources, the landslide buried the woman while she was collecting water with her friend. Luckily, her friend who was nearby her escap","Tuikual 'C', Aizawl, Mizoram",1km,landslide,downpour,medium,urban,1,0, , , ,GLC,2420,23.72988966,92.71495623,India,IN,Mizoram,Aizwal,9.51,1396310400000.0,1606348800000,92.714956228,23.729889659,2010-09-13 00:00:00+00:00,False,prox:47:185:4955
5307,dailypioneer,http://www.dailypioneer.com/277138/Landslide-kills-18-schoolchildren.html,2268,1282089600000.0,08:00,"Saraswati Shishu Mandir school(?), Sumgarh(Sumgad) village(?), Bageshwar-Pindari glacier rd 45 km from Bageshwar, Kapkot, Bageshwar, Uttarakhand","Tragedy visited Kapkot in Bageshwar, Uttarakhand, on Wednesday morning when 18 schoolchildren perished and over 25 students were severely wounded after heavy rainfall caused massive boulders to roll down the slopes and hit a private primary school in a v","Saraswati Shishu Mandir school(?), Sumgarh(Sumgad) village(?), Bageshwar-Pindari glacier rd 45 km from Bageshwar, Kapkot, Bageshwar, Uttarakhand",10km,complex,downpour,large,unknown,18,0, , , ,GLC,2268,30.0134,79.9261,India,IN,Uttaranchal,Bageshwar,24.99,1396310400000.0,1606348800000,79.9261000000001,30.0134000000001,2010-08-18 00:00:00+00:00,False,prox:60:159:4946
5311,sify.com,http://sify.com/news/landslides-in-kashmir-village-100-rescued-news-national-kfzxEcbagdh.html,1901,1274745600000.0,18:00,"Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir","Landslides hit a village near the border town of Uri in north Kashmir's Baramulla district  on  Tuesday evening, damaging several houses. Over 100 people were rescued by the swift response by the police, officials said. Landslides struck Chadiyan village","Chadiyan(?) village near Uri, Baramulla district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,1901,34.09,74.0256,India,IN,Jammu and Kashmir,Uri,2.11,1396310400000.0,1606348800000,74.0256000000001,34.09,2010-05-25 00:00:00+00:00,False,prox:68:148:4918
5317,The hindu.com, ,231,1188950400000.0, ,Darjeeling Hills (Lebong - 10 km from Darjeeling,"damaged structures in area, one debris flow hit a jeep at 7:30am",Darjeeling Hills (Lebong - 10 km from Darjeeling,5km,landslide,rain,medium,unknown,15,0, , , ,GLC,231,27.06826195,88.28121204,India,IN,West Bengal,Darjeeling,3.74,1396310400000.0,1606348800000,88.2812120410001,27.068261953,2007-09-05 00:00:00+00:00,False,prox:54:176:4587
5321,India Today In,http://indiatoday.intoday.in/story/darjeeling-landslides-heavy-rains-west-bengal/1/448268.html,7039,1435708800000.0, ,8 mile in Kalimpong,15 people missing at 8th and 11th mile,8 mile in Kalimpong,1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,7039,27.0678,88.456,India,IN,West Bengal,Kalimpong,2.29,1435708800000.0,1606348800000,88.4560000000001,27.0678,2015-07-01 00:00:00+00:00,False,prox:54:176:5539
5324,himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,2050,1278460800000.0, ,"NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been block","NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2050,31.645,78.4354,India,IN,Himachal Pradesh,Rangbar Thachang,20.74,1396310400000.0,1606348800000,78.4354000000001,31.645,2010-07-07 00:00:00+00:00,False,prox:63:156:4932
5332,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5051,1373155200000.0, ,"Mandi-Kullu Highway In Mandi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premise","Mandi-Kullu Highway In Mandi, Himachal Pradesh",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5051,31.7017,76.973,India,IN,Himachal Pradesh,Mandi,3.26,1396310400000.0,1606348800000,76.9730000000001,31.7017000000001,2013-07-07 00:00:00+00:00,False,prox:63:153:5297
5343,www.hindustantimes.com,http://www.hindustantimes.com/India-news/Uttarakhand/Uttarakhand-Two-landslides-slow-down-ground-operations/Article1-1081377.aspx,4974,1372032000000.0,15:00,"Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)","Relief work in Uttarakhand is fast turning into a battle against rain which has left escort tracks soggy and caused two landslides between Rudaprayag and Guptkashi further slowing down rescue operations on Monday. Though skies turned grey, IAF choppers c","Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)",25km,landslide,rain,medium,unknown,0,0, , , ,GLC,4974,30.4091,79.0579,India,IN,Uttaranchal,Langsu,23.93,1396310400000.0,1606348800000,79.0579000000001,30.4091,2013-06-24 00:00:00+00:00,False,prox:60:158:5293
5354,Rajasthan Patrika,http://rajasthanpatrika.patrika.com/story/india/9-feared-killed-in-kashmir-landslide-and-house-collapse-971636.html,7174,1428019200000.0, ,"landslide, falling tree crushed 4",A police official said the landslide Friday in the town of Uri was uprooted tree fell on the two men and four people died on the spot and two others wounded.,"Upper Uri town, Baramulla district",1km,landslide,continuous_rain,small,unknown,2,2, , ,"7173 was a duplicate of this point, so I deleted it. -TAS",GLC,7174,34.08230448,74.03099028,India,IN,Jammu and Kashmir,Uri,1.62,1436745600000.0,1606348800000,74.0309902760001,34.082304477,2015-04-03 00:00:00+00:00,False,prox:68:148:5509
5357,Assam Times,http://www.assamtimes.org/node/11181,6112,1403913600000.0,09:00,"Kharghuli Hills, Assam","Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining aler","Kharghuli Hills, Assam",exact,landslide,rain,medium,unknown,0,0, , , ,GLC,6112,26.1964,91.7652,India,IN,Assam,Gauhati,1.9,1408838400000.0,1606348800000,91.7652,26.1964,2014-06-28 00:00:00+00:00,False,prox:52:183:5416
5367,India Times,http://timesofindia.indiatimes.com/Bangalore/Woman_killed_in_Nilgiri_landslides/articleshow/2494313.cms,326,1193356800000.0, ,"Nilgiri, Nondimedu on the Ooty-Coonoor road","20 landslides reported, heavy rains started Friday in district, ls killing woman occurred at 1:30am","Nilgiri, Nondimedu on the Ooty-Coonoor road",25km,landslide,rain,large,unknown,0,0, , , ,GLC,326,11.4046,76.6953,India,IN,Tamil Nadu,Ootacamund,0.82,1396310400000.0,1606348800000,76.6953,11.4046000000001,2007-10-26 00:00:00+00:00,False,prox:22:153:4604
5376,India times,http://timesofindia.indiatimes.com/India/Flood-hit_Tripura_Mizoram_remain_cut_off_for_seventh_day/articleshow/2380211.cms,259,1189468800000.0, ,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya","on highway, blocking road","Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",unknown,landslide,rain,medium,unknown,0,0, , , ,GLC,259,25.52,91.27,India,IN,Meghalaya,Nongstoin,1.66,1396310400000.0,1606348800000,91.27,25.52,2007-09-11 00:00:00+00:00,False,prox:51:182:4589
5386,Ani News,http://www.aninews.in/videogallery9/38760-landslide-hits-toy-train-services-in-west-bengal.html,6967,1434153600000.0,06:00,"Darjeeling Heritage Railway, Darjeeling",Massive landslide in West Bengal hit toy train service...Boulders and debris fell on the rail tracks caused by incessant rain followed by the landslide.,"Darjeeling Heritage Railway, Darjeeling",1km,landslide,downpour,medium,above_road,0,0, , , ,GLC,6967,27.0165,88.2476,India,IN,West Bengal,Darjeeling,2.94,1435190400000.0,1606348800000,88.2476,27.0165000000001,2015-06-13 00:00:00+00:00,False,prox:54:176:5533
5390,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3110/oth05,2163,1280361600000.0, ,"Maram area in Senapati district, National Highway 39",Manipur’s National Highway 39 has been cut off from the rest of the region after a heavy landslide at Maram area in Senapati district. The Imphal-Mao section of the NH-39 has been cut off due to landslide at Maram bazaar following heavy rainfall in the,"Maram area in Senapati district, National Highway 39",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2163,25.4196,94.1054,India,IN,Manipur,Sochumei,14.73,1396310400000.0,1606348800000,94.1054,25.4196000000001,2010-07-29 00:00:00+00:00,False,prox:50:188:4939
5399,hindu,http://www.hindu.com/2010/11/24/stories/2010112450790100.htm,2729,1289865600000.0, ,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",The Highways Department had earlier closed traffic on Palani-Kodaikanal ghat road after a massive landslide near Saverikadu village recently. It has started the construction of a permanent structure to prevent further landslides in this village.,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2729,10.3184,77.5277,India,IN,Tamil Nadu,Kadaikan,11.14,1396310400000.0,1606348800000,77.5277,10.3184,2010-11-16 00:00:00+00:00,False,prox:20:155:4976
5402,www.indiaglitz.com,http://www.indiaglitz.com/channels/hindi/article/99743.html,5636,1384300800000.0,23:00,Maharashtra,"Train services between Kanyakumari and Thiru_va__nanthapuram were cancelled following a landslide on the track at Nemom on Wednesday. The landslide, caused by heavy rain last night, was said to have partially covered the railway track. According to south",Maharashtra,unknown,landslide,downpour,medium,unknown,0,0, , , ,GLC,5636,18.7654,73.364,India,IN,Maharashtra,Lonoavale,4.59,1396310400000.0,1606348800000,73.364,18.7654,2013-11-13 00:00:00+00:00,False,prox:37:146:5340
5406,www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5280,1375660800000.0,08:00,"Thadiyambadu Near Painavu, Kerala","At Thadiyambadu near Painavu, two sisters, Josma (16) and Josmy (13), died when mud slipped from a hillock onto their house early on Monday morning. The two were fast asleep in their room. They were students of St George High School, Vazhathope. Their pa","Thadiyambadu Near Painavu, Kerala",1km,landslide,monsoon,medium,unknown,2,2, , , ,GLC,5280,9.879,76.9683,India,IN,Kerala,Devikolam,25.43,1396310400000.0,1606348800000,76.9683000000001,9.87900000000007,2013-08-05 00:00:00+00:00,False,prox:19:153:5307
5408,E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,7375,1438387200000.0, ,Ukhrul NH 201-Jessami road,"The landslides occurred at three places between Ukhrul to Nungbi Village, following which a team of RKL inspected the sites today.",Ukhrul NH 201-Jessami road,25km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7375,25.1941,94.4481,India,IN,Manipur,Chattrik,31.14,1448064000000.0,1606348800000,94.4481000000001,25.1941,2015-08-01 00:00:00+00:00,False,prox:50:188:5549
5419,goacom,http://www.goacom.com/joel/news/2008/jun/07jun08.htm,571,1212710400000.0, ,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",Unsure about specifics of landslide events,"Jetty, Desterovaddo, Bharatline-Tarivaddo and Harbour, Vasco, Goa",50km,landslide,rain,medium,unknown,0,0, , , ,GLC,571,15.3925,73.8377,India,IN,Goa,Goa Dabolim,1.23,1396310400000.0,1606348800000,73.8377,15.3925,2008-06-06 00:00:00+00:00,False,prox:30:147:4678
5420,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/jk-highway-witnesses-closure-traffic-jam-due-to-landslide/990081.html,4335,1335225600000.0, ,"Srinagar-Jammu Highway, Ramban, jammu",The 300-km Jammu-Srinagar National Highway today witnessed heavy traffic jams due to closure of the highway following landslides triggered by heavy rains in Ramban district of Jammu and Kashmir. There were two landslides in Seeri area on the highway in R,"Srinagar-Jammu Highway, Ramban, jammu",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4335,33.2413,75.2381,India,IN,Jammu and Kashmir,Chaunkri,20.45,1396310400000.0,1606348800000,75.2381,33.2413,2012-04-24 00:00:00+00:00,False,prox:66:150:5151
5423,The Hindu,http://www.thehindu.com/news/national/tamil-nadu/ghat-road-leading-to-temple-closed-following-landslip/article7831586.ece,8892,1446249600000.0, ,Arthanareeswarar Temple,"Downpour for about three hours on Saturday evening led to landslip, the second in the last four days, on the ghat road leading to Arthanareeswarar Temple situated atop a hillock in the town in the early hours of Sunday.  Due to sharp showers, landslip wa",Arthanareeswarar Temple,exact,landslide,downpour,small,above_road,0,0, , , ,GLC,8892,11.374,77.8987,India,IN,Tamil Nadu,Tiruchengodu,0.48,1468195200000.0,1606348800000,77.8987000000001,11.374,2015-10-31 00:00:00+00:00,False,prox:22:155:5579
5425,www.deccanchronicle.com,http://www.deccanchronicle.com/130807/news-current-affairs/article/athirapilly-falls-closed-tourists,5294,1375833600000.0, ,Ambalappara In Thrissur,"Earlier, the inter-state Athirapilly - Pollachi route via Vazhachal and Malakkapara was closed to traffic due to landslide triggered by rains at Ambalappara  in Thrissur.",Ambalappara In Thrissur,25km,landslide,monsoon,medium,unknown,0,0, , , ,GLC,5294,10.3031,76.7604,India,IN,Kerala,Parambikolam,11.89,1396310400000.0,1606348800000,76.7604000000001,10.3031,2013-08-07 00:00:00+00:00,False,prox:20:153:5308
5426,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-09-05/goa/30115561_1_landslide-ghat-section-travel-agency,3963,1315094400000.0,00:00,"Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)","A second landslide in a section of the Kashedi ghat in Raigad district has again disrupted traffic on the Goa-Mumbai highway on Sunday. Earlier, another landslide was cleared by mid-morning.","Kashedi ghat,  Raigad  Maharashtra (used Raigad Fort for lat lon)",5km,landslide,rain,small,above_road,0,0, , , ,GLC,3963,17.9031,73.4361,India,IN,Maharashtra,Jangam Wari,3.85,1452211200000.0,1606348800000,73.4361000000001,17.9031,2011-09-04 00:00:00+00:00,False,prox:35:146:5073
